fighter_name,Height,Weight,Reach,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Style
Thibault Gouti,70.0,155.0,72.0,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,2
Jonathan Goulet,72.0,170.0,73.0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,1
Chase Gormley,75.0,265.0,72.0,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0,1
Todd Gouwenberg,73.0,205.0,72.0,0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0,0
Wilson Gouveia,73.0,185.0,76.0,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,1
Justin Governale,70.0,145.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Crosley Gracie,69.0,190.0,72.0,1.69,0.37,1.54,0.6,3.46,0.85,0.5,0.6,1
Daniel Gracie,74.0,225.0,72.0,1.9,0.38,1.33,0.59,0.36,1.0,0.8,2.1,1
Hugo Govea,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Renzo Gracie,70.0,185.0,72.0,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,0
Damian Grabowski,73.0,241.0,75.0,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,2
Ralph Gracie,69.0,183.0,72.0,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0,1
Royce Gracie,73.0,175.0,72.0,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,0
Rickson Gracie,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ralek Gracie,74.0,210.0,72.0,1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7,1
Ryan Gracie,69.0,200.0,72.0,0.82,0.61,0.5,0.4,2.83,0.75,0.25,0.9,1
Royler Gracie,68.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodrigo Gracie,72.0,183.0,72.0,1.34,0.51,0.86,0.46,1.49,0.5,0.75,0.4,0
Cesar Gracie,70.0,181.0,72.0,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0,0
Rolles Gracie,76.0,242.0,72.0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,1
Roger Gracie,76.0,185.0,79.0,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,1
Igor Gracie,71.0,170.0,72.0,1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7,1
Kron Gracie,69.0,145.0,70.0,5.15,0.41,8.13,0.53,0.88,0.25,0.0,0.9,2
Steven Graham,73.0,290.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Miranda Granger,67.0,125.0,68.0,2.91,0.48,2.64,0.59,0.0,0.0,0.4,0.0,0
Scott Graham,76.0,185.0,72.0,0.91,0.42,2.27,0.28,0.0,0.0,0.0,0.0,0
Neiman Gracie,72.0,170.0,72.0,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8,1
Davey Grant,68.0,135.0,69.0,3.93,0.47,2.47,0.63,2.3,0.45,0.66,0.2,1
TJ Grant,70.0,155.0,72.0,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,2
Tony Gravely,65.0,135.0,69.0,3.69,0.55,3.16,0.42,5.6,0.51,0.5,0.8,1
Alexa Grasso,65.0,125.0,66.0,4.96,0.43,3.61,0.64,0.28,0.4,0.6,0.6,2
Shelton Graves,74.0,255.0,76.0,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0,1
Michael Graves,70.0,170.0,71.0,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,1
Kevin Gray,64.0,125.0,67.0,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0,0
Dwight Grant,73.0,170.0,76.0,3.39,0.37,2.16,0.69,0.34,1.0,0.78,0.0,0
James Gray,69.0,135.0,72.0,2.61,0.5,18.26,0.44,0.0,0.0,0.0,0.0,0
Sam Greco,74.0,205.0,72.0,2.4,0.75,1.33,0.53,0.0,0.0,0.25,1.0,0
Max Griffin,71.0,170.0,76.0,4.14,0.48,3.94,0.56,1.7,0.51,0.66,0.5,2
Tyson Griffin,66.0,145.0,68.0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,2
Gabe Green,70.0,170.0,73.0,6.57,0.46,7.23,0.49,1.0,1.0,0.57,0.5,2
Bobby Green,70.0,155.0,71.0,5.17,0.51,3.32,0.63,1.56,0.41,0.72,0.3,2
Matt Grice,68.0,145.0,70.0,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,1
Maurice Greene,79.0,258.0,80.0,4.12,0.44,4.37,0.45,0.0,0.0,0.28,0.6,2
Desmond Green,70.0,155.0,73.0,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,2
Forrest Griffin,75.0,205.0,77.0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,2
Rodrigo Gripp de Sousa,71.0,205.0,72.0,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6,1
Chuck Grigsby,78.0,205.0,72.0,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0,0
Jordan Griffin,70.0,145.0,73.0,2.6,0.46,3.18,0.48,0.78,0.23,0.42,1.8,1
Chad Griggs,73.0,205.0,73.0,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,0
Maxim Grishin,75.0,220.0,78.0,2.95,0.44,2.33,0.56,0.38,0.33,0.66,0.0,0
Josh Grispi,71.0,145.0,74.0,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,1
Garrett Gross,69.0,155.0,72.0,2.39,0.45,1.67,0.46,0.0,0.0,0.52,0.0,0
Kendall Grove,78.0,185.0,79.0,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,1
Neil Grove,78.0,265.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,1
Wang Guan,69.0,145.0,71.0,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,2
Chris Gruetzemacher,68.0,155.0,68.0,7.02,0.57,5.54,0.55,0.0,0.0,0.62,0.0,2
Vik Grujic,71.0,170.0,73.0,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,0
Mike Grundy,67.0,145.0,72.0,2.15,0.43,4.09,0.58,4.25,0.38,1.0,0.6,1
Nandor Guelmino,75.0,230.0,72.0,3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0,2
Fabricio Guerreiro,70.0,145.0,72.0,1.87,0.31,2.2,0.67,2.0,0.5,0.0,0.0,0
Brad Gumm,71.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Leonardo Guimaraes,72.0,185.0,72.0,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,0
Jason Guida,70.0,214.0,72.0,1.87,0.4,3.33,0.52,1.0,0.14,0.5,1.0,0
Shannon Gugerty,70.0,155.0,71.0,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,1
Clay Guida,67.0,155.0,70.0,2.44,0.34,2.57,0.63,3.36,0.38,0.68,0.7,1
Melvin Guillard,69.0,155.0,71.0,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,0
Marcelo Guimaraes,72.0,185.0,73.0,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,2
Chris Guillen,72.0,240.0,72.0,0.82,0.27,1.91,0.36,0.0,0.0,0.0,0.0,0
Fabio Gurgel,72.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
John Gunther,69.0,155.0,72.0,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,1
Jorge Gurgel,67.0,155.0,69.0,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,0
John Gunderson,69.0,155.0,69.0,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,1
Andre Gusmao,72.0,205.0,72.0,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,0
Alexander Gustafsson,77.0,205.0,79.0,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4,2
Justin Guthrie,73.0,170.0,72.0,0.16,0.33,3.74,0.14,2.44,0.25,0.0,4.9,1
Horacio Gutierrez,70.0,145.0,72.0,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,0
Chris Gutierrez,69.0,145.0,67.0,4.3,0.57,2.45,0.59,0.57,0.6,0.73,0.2,2
Tim Hague,76.0,260.0,76.0,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,0
Steve Hadsel,68.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Keith Hackney,71.0,200.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chelsea Hackett,64.0,125.0,66.0,2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0,0
Mike Guymon,72.0,170.0,74.0,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,1
Damir Hadzovic,69.0,155.0,70.0,2.99,0.46,2.99,0.66,0.68,0.6,0.39,0.2,0
Yazan Hajeh,69.0,145.0,72.0,1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0,0
Kevin Haley,74.0,205.0,72.0,0.87,0.59,0.87,0.64,3.0,1.0,0.0,2.0,1
Stoney Hale,72.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Hall,70.0,145.0,70.0,2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9,0
Tony Halme,75.0,300.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mark Hall,72.0,190.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dennis Hallman,69.0,155.0,72.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,1
Uriah Hall,72.0,185.0,79.0,3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2,0
Piotr Hallmann,69.0,155.0,71.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,1
Frank Hamaker,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kazuhiro Hamanaka,72.0,185.0,72.0,1.7,0.37,0.91,0.6,0.0,0.0,0.5,0.0,0
Brandon Halsey,72.0,185.0,72.0,1.74,0.47,0.87,0.65,4.98,0.53,1.0,1.2,1
Seo Hee Ham,62.0,115.0,62.0,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,2
John Halverson,69.0,155.0,72.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,1
Jeremy Hamilton,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Hamilton,77.0,260.0,76.0,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,1
Matt Hamill,73.0,205.0,76.0,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,1
CJ Hamilton,67.0,125.0,68.0,2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0,0
James Hammortree,75.0,185.0,72.0,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,0
Jared Hamman,75.0,185.0,75.0,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,2
Joachim Hansen,67.0,150.0,72.0,2.01,0.43,2.04,0.58,2.21,0.58,0.34,1.9,1
Nasrat Haqparast,70.0,155.0,72.0,5.81,0.47,3.23,0.74,0.18,0.16,0.84,0.0,2
Dean Hancock,70.0,155.0,72.0,7.97,0.63,1.94,0.67,1.71,0.33,0.75,1.7,1
Kay Hansen,62.0,115.0,63.0,3.57,0.59,3.03,0.54,2.19,0.25,1.0,1.6,1
Janay Harding,70.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Scott Harper,72.0,185.0,72.0,1.3,0.54,4.98,0.47,3.25,1.0,0.0,0.0,1
Baru Harn,70.0,265.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Antoni Hardonk,76.0,245.0,78.0,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,0
Dan Hardy,72.0,170.0,74.0,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,0
Greg Hardy,77.0,265.0,80.0,4.83,0.5,3.12,0.56,0.21,0.33,0.8,0.0,2
Gerry Harris,80.0,270.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Phil Harris,64.0,125.0,65.0,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,0
Dhafir Harris,70.0,257.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Collin Hart,73.0,185.0,72.0,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,2
Carlston Harris,72.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dale Hartt,70.0,155.0,69.0,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,1
Trevor Harris,66.0,145.0,72.0,1.73,0.5,0.43,0.75,0.0,0.0,0.5,6.5,1
Walt Harris,77.0,250.0,77.0,2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1,0
Gerald Harris,71.0,185.0,77.0,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,1
Luke Hartwig,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hidehiko Hasegawa,69.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justin Haskins,70.0,170.0,72.0,1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8,0
Clay Harvison,73.0,170.0,74.0,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,1
Daiki Hata,66.0,139.0,72.0,1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7,0
Chris Haseman,71.0,205.0,72.0,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,1
Tomohiko Hashimoto,72.0,250.0,72.0,0.0,0.0,11.67,0.3,0.0,0.0,0.0,0.0,0
Takayo Hashi,64.0,135.0,72.0,2.84,0.26,6.56,0.61,0.0,0.0,0.0,0.0,0
Hayder Hassan,70.0,170.0,72.0,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,0
Del Hawkins,65.0,135.0,72.0,1.15,0.27,2.01,0.46,0.0,0.0,0.0,0.0,0
John Hathaway,73.0,170.0,75.0,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,1
Justin Hawes,71.0,205.0,72.0,0.0,0.0,3.41,0.37,0.0,0.0,0.0,0.0,0
Chris Hawk,73.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Hayes,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Phil Hawes,72.0,185.0,77.0,2.84,0.52,4.18,0.47,3.13,0.35,0.0,0.0,1
Mike Hayes,76.0,230.0,72.0,4.87,0.55,1.47,0.77,0.0,0.0,0.75,4.0,1
Tommy Hayden,69.0,145.0,72.0,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,1
Gerric Hayes,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Haynes,69.0,170.0,72.0,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,0
Dustin Hazelett,73.0,170.0,76.0,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,1
James Head,73.0,170.0,73.0,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,0
Pat Healy,72.0,155.0,72.0,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,1
Ryan Healy,73.0,155.0,72.0,1.67,0.35,3.0,0.38,3.0,0.5,0.4,1.0,1
Spencer Hearns,71.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Heath,71.0,205.0,72.0,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,0
Marcin Held,69.0,155.0,71.0,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,1
Delson Heleno,71.0,185.0,72.0,0.69,0.75,4.83,0.19,0.0,0.0,0.0,0.0,0
Chris Heatherly,69.0,155.0,72.0,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,1
Nick Hein,66.0,155.0,66.0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,0
Ian Heinisch,71.0,185.0,72.0,3.28,0.5,2.79,0.58,1.13,0.18,0.6,0.8,0
Jake Hecht,72.0,170.0,73.0,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,1
Elisha Helsper,66.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josh Hendricks,74.0,235.0,72.0,0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0,0
Ron Henderson,70.0,125.0,72.0,2.53,0.25,3.6,0.48,1.0,0.2,0.0,0.0,0
Benson Henderson,69.0,170.0,70.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,1
Johny Hendricks,69.0,185.0,69.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,1
Dan Henderson,71.0,185.0,74.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,0
Matt Helm,70.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Diego Henrique da Silva,74.0,185.0,72.0,2.53,0.57,3.27,0.3,0.0,0.0,0.63,0.0,0
Luis Henrique,74.0,243.0,74.0,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,1
Danny Henry,72.0,145.0,73.0,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,1
TJ Hepburn,67.0,155.0,72.0,0.73,0.37,0.13,0.81,2.0,0.4,0.6,0.0,0
Jai Herbert,73.0,155.0,77.0,1.83,0.3,2.61,0.48,0.0,0.0,0.33,0.0,0
Ed Herman,73.0,205.0,77.0,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,1
Dave Herman,76.0,242.0,77.0,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,2
Noe Hernandez,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jack Hermansson,73.0,185.0,77.0,5.03,0.44,3.46,0.54,1.96,0.34,0.75,0.7,2
Cory Hendricks,75.0,205.0,72.0,3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0,0
Joe Hernandez,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alexander Hernandez,69.0,155.0,72.0,3.57,0.35,3.81,0.59,1.6,0.38,0.62,0.0,2
Anthony Hernandez,72.0,185.0,75.0,4.92,0.55,5.09,0.47,3.76,0.66,0.7,1.9,1
Nohelin Hernandez,70.0,135.0,71.0,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,0
Paul Herrera,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Herrera,70.0,185.0,72.0,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0,0
Alvaro Herrera Mendoza,72.0,155.0,74.0,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,1
Geane Herrera,65.0,125.0,66.0,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,0
Ramiro Hernandez,69.0,135.0,72.0,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,0
Felice Herrig,64.0,115.0,65.0,3.63,0.36,4.84,0.49,1.18,0.3,0.72,0.9,2
Jon Hess,79.0,295.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Heath Herring,76.0,250.0,78.0,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,0
Clint Hester,74.0,205.0,77.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,0
Brandon Hester,73.0,205.0,72.0,3.53,0.53,0.4,0.68,4.0,0.8,0.0,0.0,1
Conor Heun,70.0,155.0,72.0,2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3,1
Marcus Hicks,66.0,155.0,64.0,1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0,1
Jimy Hettes,69.0,145.0,71.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,1
Lee Higgins,70.0,155.0,72.0,1.02,0.26,3.68,0.4,0.0,0.0,0.0,0.0,0
Jay Hieron,72.0,170.0,75.0,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,1
Jason High,68.0,155.0,73.0,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,1
Richie Hightower,68.0,170.0,72.0,4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0,1
Isaiah Hill,70.0,155.0,72.0,4.84,0.5,0.97,0.8,0.0,0.0,0.66,14.5,1
Alex Higley,70.0,145.0,72.0,0.29,1.0,1.74,0.6,0.0,0.0,0.0,0.0,0
Jamahal Hill,76.0,205.0,79.0,7.9,0.52,3.15,0.49,0.0,0.0,0.53,0.0,2
Kailan Hill,73.0,185.0,77.0,2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0,1
Angela Hill,63.0,115.0,64.0,5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1,2
Branden Lee Hinkle,75.0,235.0,72.0,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3,1
Hatsu Hioki,71.0,145.0,73.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,1
Tyler Hill,75.0,170.0,72.0,3.64,0.39,5.33,0.47,0.0,0.0,0.0,0.0,2
Kuniyoshi Hironaka,70.0,168.0,70.0,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,0
Mizuto Hirota,67.0,155.0,67.0,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,0
Alan Hiro,65.0,135.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Corey Hill,76.0,155.0,80.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,1
Matt Hobar,70.0,135.0,70.0,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,1
Kwan Ho Kwak,65.0,135.0,72.0,3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,0
Yuji Hisamatsu,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sam Hoger,74.0,205.0,72.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,1
Bobby Hoffman,74.0,245.0,72.0,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,1
Kevin Holland,75.0,185.0,81.0,4.14,0.56,2.58,0.56,1.08,0.45,0.51,0.7,2
Andrew Holbrook,71.0,155.0,70.0,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,1
Sean Holden,70.0,170.0,72.0,2.4,0.59,0.6,0.59,5.0,0.83,0.0,2.0,1
Chris Holdsworth,71.0,135.0,72.0,1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0,1
Roger Hollett,71.0,205.0,72.0,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,0
Jeremie Holloway,72.0,170.0,72.0,0.81,0.5,0.51,0.79,0.0,0.0,0.0,0.0,0
Gabrielle Holloway,63.0,145.0,72.0,0.7,0.42,3.07,0.34,3.0,0.35,0.16,1.0,1
Max Holloway,71.0,145.0,69.0,7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3,2
Holly Holm,68.0,135.0,69.0,3.16,0.38,2.8,0.57,0.81,0.3,0.76,0.1,0
Rex Holman,75.0,205.0,72.0,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,0
Kurt Holobaugh,71.0,155.0,70.0,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,2
Paddy Holohan,70.0,125.0,69.0,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,1
Ben Holscher,71.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mark Holst,72.0,155.0,72.0,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,1
Scott Holtzman,69.0,155.0,69.0,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2,1
Sabah Homasi,72.0,170.0,72.0,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,1
Barb Honchak,64.0,125.0,65.0,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,1
Mark Hominick,68.0,145.0,68.0,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,2
Chris Honeycutt,70.0,170.0,73.0,2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0,1
Satoshi Honma,73.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Hood,72.0,200.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lorenzo Hood,75.0,265.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chase Hooper,73.0,145.0,74.0,4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2,1
Dan Hooker,72.0,155.0,75.0,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3,2
Moti Horenstein,76.0,230.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yoshinori Horie,68.0,145.0,70.0,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0,0
Kyoji Horiguchi,65.0,125.0,66.0,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,2
Matt Horning,64.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Horodecki,69.0,155.0,69.0,4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9,2
Jeremy Horn,73.0,185.0,74.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,1
Jamey-Lyn Horth,67.0,125.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Matt Horwich,73.0,185.0,72.0,1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7,1
John Hosman,70.0,135.0,72.0,1.11,0.38,1.52,0.45,0.0,0.0,0.46,0.0,0
Saeed Hosseini,70.0,170.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jeff Hougland,67.0,135.0,68.0,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,1
Trey Houston,71.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jamie Houston,70.0,185.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Darrell Horcher,70.0,155.0,70.0,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,0
Brian Houston,74.0,185.0,72.0,1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0,0
John Howard,67.0,170.0,72.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,1
Carlos Huachin,64.0,135.0,67.0,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0,0
Harold Howard,74.0,240.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shane Howell,68.0,125.0,72.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,0
Brady Huang,69.0,135.0,69.0,4.62,0.37,10.77,0.3,0.0,0.0,0.0,0.0,2
Alex Huddleston,79.0,254.0,72.0,2.47,0.42,2.59,0.67,0.0,0.0,0.0,0.9,0
Collin Huckbody,75.0,185.0,76.0,2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4,1
Austin Hubbard,70.0,155.0,71.0,3.45,0.48,2.58,0.58,0.76,0.6,0.53,0.0,0
